"Timestamp","Are you a university student?","Are you Taking your online Classes during this COVID-19 pandemic?","Are your classes are through the live sessions or recorded?","What is your age?","Gender?","From Which Country you Belong?","Your institute is private or government?","In which Institute you are studying?","Degree Level?","Your Program Name?","Which Tool you are using during online learning?","Which platform your tool support?","Is the lecture's material shared with you well after the Online session?","Are you Facing Internet issue during your online class?","Does your tool support recording while live session?","Does your tool shows live subtitles during lecture?","Does Tool has feature for Assignment submission?","Does Assignment feature contain grading option?","Does tool have quiz submission option?","Does quiz feature contain evaluation option?","Is chat room is available in your tool?  ","Is there any feature available for your attendance?","Does your tool have a whiteboard feature?","Does your tool have a one-to-one communication (Private chat with the instructor or student) feature?","Does your tool have a Screenshare feature?","Does your tool have a scheduling or reminder feature?","Does your tool support an online quiz?","Does your tool have the feature ""Raise hand"" during the live session for the question?","Have your recived notification from tool when your class has been started?","Where you get help for your study in addition to live sessions?","Rate your Answer [Are you Satisfied from your Classes?]","Rate your Answer [Is the specific tool is availble easily?]","Rate your Answer [How good Audio and Video Quality of the Online Class?]","Rate your Answer [How good your internet connection is while taking online class?]","Rate your Answer [How often you feel interruption during your online class?]","Your Suggestions regarding the improvement of Online Classes?","If You Want to add any feature, in a specific Tool? Please Mention.","How to improve this Survey form? ","","","","","","","",""
"2020/05/03 9:22:09 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","Iiui","Graduate","Islamic Studies","Zoom;Whatsap","Android","No","Yes","No","No","No","No","Maybe","Maybe","Yes","No","Yes","Yes","Yes","No","No","Yes","No","YouTube","1","4","2","1","3","","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 9:38:10 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","comsat university Islamabad","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","Maybe","Maybe","Yes","Maybe","Maybe","Yes","No","No","No","No","No","Yes","No","Yes","YouTube","1","3","4","2","1","","White Board;Live subtitles;Raise Hand during session;One to one Communication","","","","","","","","",""
"2020/05/03 9:51:12 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 9:53:55 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 10:16:45 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","IIUI","Graduate","Phsychology","Whatsapp","Android","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","YouTube","1","5","3","3","3","","Audio/Video Calling;Attendance","","","","","","","","",""
"2020/05/03 10:26:37 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats isb","Graduate","Computer Science","Microsoft Teams","Windows;Android;IOS;Mac","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","YouTube","1","4","3","2","4","Online classes can be made batter if all the students cameras should remain controlled by teacher","Live subtitles","Its good","","","","","","","",""
"2020/05/03 10:26:54 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 10:48:20 pm GMT+5","Yes","Yes","Live Session","24-28","Male","USA","Government","Auburn University","Graduate","Computer Science","Zoom","Windows;Android","Yes","No","Yes","Maybe","Maybe","Yes","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","3","4","4","4","3","It should be the part of teacher's training that how to effectively deliver lectures online. And tools should be able to access and moniter the students activities during the online class. ","Live subtitles","No its easy and understandable. And it is meaningful. ","","","","","","","",""
"2020/05/03 11:04:25 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Pmas uaar","Undergraduate","Human nutrition and dieteics","None. YouTube","Windows;Android;IOS","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","YouTube","1","3","1","1","1","Take proper live sessions. We are not being taught properly. Teachers are just sending pdf","Screen Recording;White Board;Live subtitles;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 11:49:08 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","College of Home Economics and management sciences , Islamabad","Undergraduate","BS HomEc","Zoom;Google Hangout","Windows;Android","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","YouTube","1","3","3","4","3","","Live subtitles;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/04 1:13:48 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International islamic university Islamabad ","Undergraduate","Bio informatics ","Zoom","Windows;Android","No","Yes","No","Yes","Yes","No","Maybe","Maybe","Yes","No","Yes","Yes","No","Yes","No","Yes","No","YouTube","3","3","3","3","3","","Lecture materials;Sceduling of Classes;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/04 1:14:55 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/04 1:38:31 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/04 4:25:23 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute of southern punjab","Postgraduate","Computer Science","GoToMeeting","Windows","Yes","Yes","No","Yes","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","No","Yes","No","No","No","Coursera","2","3","2","2","4","","One to one Communication","","","","","","","","",""
"2020/05/04 10:09:14 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Sharif Medical And Dental College","Graduate","MBBS","Zoom","IOS","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","YouTube","3","4","3","3","3","Internet connectivity should be made strong","Class Notification;Attendance","","","","","","","","",""
"2020/05/04 10:11:28 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","GCUF Pakistan","Graduate","Computer Science","Google Meet;Skype;GoToMeeting","Windows","Yes","Yes","Yes","No","Maybe","Yes","Yes","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","5","5","5","5","5","Nothing to Say","Audio/Video Calling","Nothing To Say","","","","","","","",""
"2020/05/04 11:09:18 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Sharif medical and dental college ","Undergraduate","MBBS ","Zoom","Windows;Android","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","3","2","4","4","4","","Assignment Upload/Evaluation","","","","","","","","",""
"2020/05/04 12:38:35 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","universoty of lahore","Undergraduate","doctor of diet and nutrition","Zoom","Android","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","YouTube","4","4","4","3","3","none","Class Notification","its ok","","","","","","","",""
"2020/05/04 4:43:57 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","Gcuf","Graduate","Computer Science","Skype","Windows","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Coursera","5","5","5","5","5","","Audio/Video Calling","","","","","","","","",""
"2020/05/04 4:47:14 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/04 5:07:40 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Comsats islamabad","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","YouTube","2","2","1","1","1","","Screen Sharing;Screen Recording;White Board;Live subtitles;Lecture materials;Class Notification;Attendance;Raise Hand during session;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/04 8:07:13 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats University Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows;Android;IOS;Mac","Yes","Yes","Yes","No","Maybe","No","Maybe","Maybe","Yes","No","Yes","No","Yes","Yes","No","No","No","Coursera","3","3","4","2","2","","Live subtitles;Class Notification;Attendance;Raise Hand during session;One to one Communication","","","","","","","","",""
"2020/05/04 8:20:36 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Sharif medical and dental college ","Undergraduate","MBBS","Zoom","Android","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","YouTube","1","5","3","4","4","I don't consider a class to be online class. I think this concept should not exist. This is not a way of educating. It is just a way of meeting on short term basis! ","White Board;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","This is a good survey. But this asks only about the application being used where I think that it is more important to be surveyed that whether this online system inspite of good apps and connections (if any) is helpful in ""educating""?. The thing is ""education"". ","","","","","","","",""
"2020/05/04 8:42:51 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/04 8:50:06 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Minhaj university ","Undergraduate","Computer Science","Zoom","Android","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","YouTube","1","1","1","1","1","Record session and it too much burden for students as well as teachers","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Its perfect","","","","","","","",""
"2020/05/04 8:58:27 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/04 9:30:49 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","IIUI ","Undergraduate","BS ENGLISH","Zoom","Windows;Android","Yes","Yes","Yes","Maybe","Maybe","No","Maybe","Maybe","No","No","No","No","No","No","No","No","No","Class mates","1","2","3","1","1","Online classes are waste of time and money. ","Live subtitles;Lecture materials","It doesn't need any improvement.  ","","","","","","","",""
"2020/05/05 4:36:37 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","GCUF","Undergraduate","Computer Science","Whatsapp","Android","Yes","Yes","Yes","Maybe","Maybe","No","Maybe","Maybe","No","No","No","Yes","Yes","Yes","No","No","No","YouTube","1","1","1","1","1","No","Screen Sharing;Lecture materials","","","","","","","","",""
"2020/05/05 1:48:09 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","abasyn university islamabad ","Undergraduate","Computer Science","Zoom;Google Hangout","IOS","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","YouTube","1","2","2","2","3","no","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/05 2:00:45 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Private","Abasyn University Islamabad campus ","Undergraduate","Pharm d","Whtsap and zoom and googlclassroom","Android","Yes","Yes","Yes","Maybe","Yes","Yes","Yes","Maybe","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","YouTube","1","2","1","1","5","Launch easy method if all students access easily ","White Board","Good enough","","","","","","","",""
"2020/05/05 2:18:34 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Abasyn university","Doctorate","Dpt","Zoom","Android","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","YouTube","2","4","4","4","3","","White Board","","","","","","","","",""
"2020/05/05 3:20:57 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Abasyn University Islamabad campus","Undergraduate","Computer Science","Zoom","Windows;Android","Yes","Yes","No","Maybe","Yes","No","Maybe","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","YouTube","1","2","1","1","1","Zero understanding Teachers forced to their students should take online class must otherwise your grades will be deducted....
Its really not fair","White Board","","","","","","","","",""
"2020/05/05 3:21:25 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Abasyn university","Undergraduate","Computer Science","Zoom;Slack;Google classroom","Windows","Yes","Yes","No","Maybe","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","3","5","5","3","3","","Audio/Video Calling;Class Notification;Attendance;One to one Communication","I think its good, ","","","","","","","",""
"2020/05/05 3:26:22 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Abasyn University, Islamabad ","Undergraduate","Computer Science","Zoom","Windows;Android","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","YouTube","2","5","4","3","2","","Audio/Video Calling;White Board;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/05 3:26:34 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","Abasyn university","Undergraduate","Computer Science","Skype","Windows","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","YouTube","1","1","2","2","2","","Audio/Video Calling;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/06 9:21:13 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Government","COMSATS University Islamabad","Graduate","Computer Science","Microsoft Teams","Android","Yes","Yes","Yes","Yes","Yes","Yes","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","YouTube","2","3","2","2","2","We need strong Internet connection ","Raise Hand during session","","","","","","","","",""
"2020/05/06 2:31:36 pm GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","NCBA&E Multan Campus","Graduate","Mathematics","Zoom;Google Meet","Windows","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","YouTube","3","4","4","1","1","We need better platform for online meetings and desperately nedd good internet facility.","White Board;Class Notification;Raise Hand during session","You have to take such surveys and interviews to understand the needs of students","","","","","","","",""
"2020/05/06 4:41:37 pm GMT+5","Yes","Yes","Live Session","29-35","Male","Pakistan","Government","government college university faisalabad","Postgraduate","Computer Science","Zoom","Windows","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Portal","4","3","3","2","2","Best Internet connection","Screen Recording;White Board;Chat Room;Raise Hand during session;Assignment Upload/Evaluation","","","","","","","","",""
"2020/05/06 10:36:49 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International Islamic university Islamabad ","Undergraduate","Software engineering ","GoToMeeting","Android","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","YouTube","3","4","4","2","2","","White Board;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/07 12:36:53 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/07 12:42:06 am GMT+5","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
